TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SM00527	HMG17	0.00626433663547448	-5.07288258044223	4	1	0.0666666666666667	15	9557	94353	Hmgn3
SM00219	TyrKc	0.0069354884735224	-4.97110379171568	81	2	0.133333333333333	15	9557	13837,14183	Epha3,Fgfr2
SM00302	GED	0.00938275207528703	-4.66888216077861	6	1	0.0666666666666667	15	9557	13430	Dnm2
SM00301	DM	0.0109385324877188	-4.51546363287655	7	1	0.0666666666666667	15	9557	242620	Dmrta2
SM00053	DYNc	0.0109385324877188	-4.51546363287655	7	1	0.0666666666666667	15	9557	13430	Dnm2
SM00350	MCM	0.0140432542418443	-4.265613123635	9	1	0.0666666666666667	15	9557	17217	Mcm4
SM00382	AAA	0.0189574928527841	-3.96555602440183	137	2	0.133333333333333	15	9557	214901,60530	Chtf18,Fignl1
SM00615	EPH_lbd	0.0217653086744725	-3.82743792192947	14	1	0.0666666666666667	15	9557	13837	Epha3
SM01117	Cyt-b5	0.023302930006178	-3.75917617497841	15	1	0.0666666666666667	15	9557	266690	Cyb5r4
SM00865	Tubulin_C	0.0279022703266932	-3.57904721974888	18	1	0.0666666666666667	15	9557	22142	Tuba1a
SM00864	Tubulin	0.0294308861083699	-3.52571060817304	19	1	0.0666666666666667	15	9557	22142	Tuba1a
SM00186	FBG	0.0340032833522975	-3.38129818984326	22	1	0.0666666666666667	15	9557	98970	Fibcd1
SM00076	IFabd	0.0370403702993273	-3.29574687197208	24	1	0.0666666666666667	15	9557	15972	Ifna9
SM01411	Ephrin_rec_like	0.0370403702993273	-3.29574687197208	24	1	0.0666666666666667	15	9557	13837	Epha3
SM01391	Filament	0.10589759054736	-2.24528277878318	71	1	0.0666666666666667	15	9557	19132	Prph
SM00454	SAM	0.121335351882198	-2.10919706376015	82	1	0.0666666666666667	15	9557	13837	Epha3
SM00060	FN3	0.210121677463034	-1.56006849957095	149	1	0.0666666666666667	15	9557	13837	Epha3
SM00326	SH3	0.267327516044213	-1.31928072045361	196	1	0.0666666666666667	15	9557	13644	Efs
SM00408	IGc2	0.302916734963814	-1.19429731333741	227	1	0.0666666666666667	15	9557	14183	Fgfr2
SM00233	PH	0.33151471186421	-1.10408309066009	253	1	0.0666666666666667	15	9557	13430	Dnm2
SM00220	S_TKc	0.432541882621717	-0.838076118867027	354	1	0.0666666666666667	15	9557	22137	Ttk
SM00409	IG	0.453462113596874	-0.790843555150809	377	1	0.0666666666666667	15	9557	14183	Fgfr2
SM00944	Pro-kuma_activ	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00929	NADH-G_4Fe-4S_3	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00870	Asparaginase	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00030	CLb	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00984	UDPG_MGDP_dh_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00738	NGN	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00035	CLa	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01352	APCDDC	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01183	EF1G	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00719	Plus3	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00567	EZ_HEAT	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01071	CDC37_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01181	E2_bind	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01364	NPP	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01302	Raptor_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00932	Nfu_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00684	DM15	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01347	Mre11_DNA_bind	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00507	HNHc	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01286	SPT16	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00067	GHA	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00823	PKS_PP	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01168	DUF1907	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01363	ACTH_domain	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01156	DUF1716	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00026	EPEND	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01204	FIST_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01159	DUF1744	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01344	NUC194	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00743	Agenet	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01310	RICTOR_V	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00859	Semialdhyde_dh	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01413	Ribosomal_S19e	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01102	CRM1_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00802	UME	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01386	Ribosomal_S13_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00983	TPK_B1_binding	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00941	PYNP_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01306	RFX5_DNA_bdg	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01309	RICTOR_phospho	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01342	TAN	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01285	FACT-Spt16_Nlob	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01404	CIMR	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00910	HIRAN	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00189	IL2	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01284	ECSIT_Cterm	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01308	RICTOR_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00318	SNc	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01210	GARS_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01128	DDRGK	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00463	SMR	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00904	Flavokinase	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01253	Kin17_mid	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00659	RPOLCX	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01152	DUF167	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01001	AIRC	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00465	GIYc	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00731	SprT	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01162	DUF1771	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00658	RPOL8c	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01180	DWNN	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01378	Romo1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01385	DSS1_SEM1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01365	Op_neuropeptide	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01075	CDT1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01016	Arg_tRNA_synt_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00084	NMU	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01307	RICTOR_M	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01004	ALAD	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01221	FTCD	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00538	POP4	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01032	BHD_3	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00709	Zpr1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01214	Fmp27_GFWDK	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01133	DeoC	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00928	NADH_4Fe-4S	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01220	FSA_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01280	Mcm10	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01402	Ribosomal_S27	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01173	DUF4187	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01125	DCP2	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01085	CK_II_beta	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00254	ShKT	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01348	Nbs1_C	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00946	ProRS-C_1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00990	VRR_NUC	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01024	BCS1_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01047	C1_4	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01416	Ribosomal_L19e	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01384	Ribosomal_L15e	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01169	DUF1943	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01341	Tower	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM00934	OMPdecase	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01191	ENT	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01077	Cg6151-P	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01222	FTCD_N	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01409	RNA_pol_Rpb6	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01406	PAPA-1	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
SM01350	6PGD	0.999999999963676	-3.6323867741786e-11	1	0	0	15	9557
